,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_NO Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_No Authorities Contacted,authorities_contacted_Other,authorities_contacted_Police
721,130,34,500,990.11,0,0,-41200,8,1,1,3,5830,1060,1060,3710,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
722,269,41,2000,1422.21,0,0,-46400,21,1,2,1,85900,17180,17180,51540,1,0,5,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
723,103,29,500,914.85,0,72100,0,5,1,2,3,7110,790,1580,4740,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
724,284,43,500,1123.84,0,48200,0,12,3,0,0,36960,6720,3360,26880,2,1,7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
725,189,39,2000,838.02,0,0,0,7,3,2,0,64400,6440,6440,51520,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
726,267,43,500,1300.68,0,49000,0,0,1,1,3,1920,480,0,1440,2,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
727,39,22,500,1173.21,0,0,0,14,1,0,1,86130,15660,7830,62640,5,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
728,140,32,1000,985.97,5000000,0,0,13,1,2,3,82170,14940,7470,59760,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
729,243,41,1000,1129.23,0,17300,-60400,1,1,1,0,50300,10060,5030,35210,1,0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
730,116,31,500,1194.83,0,28600,0,23,1,0,0,44200,4420,8840,30940,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
731,219,43,1000,1114.29,0,51300,0,1,1,2,2,66660,6060,6060,54540,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
732,96,26,2000,1509.04,0,10000,0,9,1,2,3,78320,7120,14240,56960,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,149,34,500,664.86,0,0,-60000,3,1,0,1,105040,16160,16160,72720,2,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
734,246,43,1000,1267.4,6000000,0,0,0,1,2,1,50700,5070,5070,40560,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
735,293,45,1000,1119.23,0,51500,0,13,3,1,1,51210,11380,5690,34140,1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
736,339,48,500,1698.51,0,0,0,18,3,2,1,51840,8640,8640,34560,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
737,160,33,1000,1422.78,0,61600,0,17,3,2,3,52800,5280,5280,42240,5,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,224,42,500,1212.75,0,0,-51400,11,1,0,0,55200,9200,13800,32200,5,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
739,194,34,1000,1423.34,0,55300,-37900,0,1,0,3,9100,1400,1400,6300,1,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
740,385,51,1000,976.37,0,0,-61000,14,3,1,3,67600,13520,6760,47320,2,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
741,100,33,500,1124.59,6000000,67300,0,4,1,1,2,40800,6800,6800,27200,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
742,371,50,1000,1569.33,0,79600,0,2,3,2,1,84500,13000,13000,58500,2,1,7,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
743,175,39,500,1359.36,5000000,0,-43600,9,3,2,2,71610,13020,6510,52080,5,1,7,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
744,373,55,500,1607.36,0,0,0,21,4,0,2,60600,6060,12120,42420,2,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
745,258,41,500,1042.25,0,0,-44400,0,3,2,3,81240,6770,20310,54160,1,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
746,255,39,500,1453.95,0,38200,0,17,3,0,3,29300,2930,5860,20510,2,0,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
747,37,31,500,1969.63,0,0,0,21,3,1,1,76450,6950,13900,55600,5,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
748,322,44,1000,1156.19,0,49900,-62700,20,3,0,3,49400,9880,4940,34580,1,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
749,204,38,2000,1124.47,0,0,-45100,5,1,0,1,90530,16460,16460,57610,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
750,76,31,500,1493.5,5000000,39900,-44000,7,1,2,1,8030,1460,730,5840,5,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
751,193,40,500,1155.38,0,34200,-32300,6,1,0,0,63900,6390,6390,51120,1,0,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
752,405,55,500,878.19,0,57100,0,2,4,0,2,38640,4830,4830,28980,2,1,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
753,435,58,2000,1145.85,0,0,-40000,19,3,1,1,41490,9220,4610,27660,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
754,54,35,500,1261.28,0,68500,-42100,21,3,2,0,79090,14380,7190,57520,1,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
755,144,35,500,1427.46,0,0,0,3,3,0,0,87900,17580,8790,61530,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
756,92,32,500,1592.41,0,58900,-29100,22,1,2,3,53400,5340,5340,42720,5,1,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
757,173,36,1000,1274.63,0,51000,0,22,1,2,3,52030,9460,9460,33110,2,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
758,436,60,500,1362.31,0,67600,-65300,16,1,0,2,82060,14920,7460,59680,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
759,155,35,1000,919.37,0,83600,0,0,1,0,3,48360,8060,8060,32240,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
760,78,31,1000,1377.23,0,72600,0,1,3,2,1,52290,5810,11620,34860,2,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
761,440,57,1000,995.55,5000000,51500,-52100,19,3,0,3,68200,12400,12400,43400,1,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
762,264,43,500,1508.12,6000000,0,0,0,3,2,1,60750,13500,6750,40500,1,1,7,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
763,66,30,500,484.67,0,21100,-60800,2,3,0,2,65560,11920,11920,41720,5,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
764,366,50,1000,1561.41,0,21200,0,5,3,1,3,70290,12780,12780,44730,5,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
765,188,37,500,1457.21,0,46300,0,6,1,2,0,45000,5000,5000,35000,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
766,224,39,1000,1128.71,0,0,-47100,21,3,2,1,61800,12360,6180,43260,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
767,253,46,500,1358.2,0,52900,0,11,3,0,0,64570,5870,11740,46960,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,446,61,1000,1232.79,0,49900,-62100,3,1,2,0,70500,7050,14100,49350,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
769,169,37,1000,936.19,0,70600,-48500,4,3,2,1,57900,17370,5790,34740,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
770,255,46,500,1302.34,0,0,-52600,2,3,1,0,57860,5260,10520,42080,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
771,209,39,500,1264.99,0,67800,0,22,1,1,1,37800,8400,4200,25200,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
772,210,37,500,1467.76,0,38700,-33100,8,1,1,3,63300,6330,6330,50640,5,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
773,174,33,2000,1124.43,0,0,0,14,3,0,1,44200,8840,4420,30940,2,0,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
774,70,28,1000,1319.81,0,67200,-59400,14,4,1,0,31680,3520,3520,24640,2,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
775,89,32,2000,1482.53,0,49100,-45100,5,1,1,2,100,10,20,70,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
776,458,61,1000,1328.18,0,53000,0,18,1,2,1,56340,6260,6260,43820,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
777,239,40,500,1463.95,0,0,0,20,3,0,0,69740,6340,6340,57060,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
778,161,38,2000,1133.85,0,60200,0,0,3,2,2,60480,5040,15120,40320,1,1,7,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779,446,61,1000,1037.32,0,0,-15700,1,3,2,1,80880,6740,13480,60660,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
780,476,61,1000,1562.8,0,42800,-68200,10,1,1,2,49390,8980,4490,35920,2,0,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
781,70,29,1000,1425.79,0,62400,-52300,12,1,0,3,69360,11560,11560,46240,1,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
782,233,41,2000,1615.14,0,67100,0,6,1,0,1,3740,680,680,2380,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
783,122,33,500,1236.5,0,0,-48700,1,1,0,1,5060,460,920,3680,2,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
784,335,48,2000,1017.97,0,59900,-34800,21,3,0,0,35860,3260,6520,26080,5,0,6,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
785,257,40,2000,1306.0,0,46100,-46900,3,3,2,1,50050,7700,3850,38500,1,1,5,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,85,27,2000,1174.14,0,50400,-61500,14,4,0,0,59070,10740,5370,42960,5,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
787,133,30,1000,1231.01,0,0,-31700,19,3,1,2,28440,3160,3160,22120,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
788,119,34,500,1299.18,0,57100,0,7,1,2,1,45540,8280,8280,28980,2,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
789,169,34,500,1469.75,0,0,-57600,0,1,0,0,38700,7740,3870,27090,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
790,225,39,500,1390.72,0,83900,-52100,6,1,2,1,5830,1060,530,4240,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
791,84,32,500,1694.09,7000000,0,0,0,1,0,2,57240,4770,9540,42930,5,0,5,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
792,169,39,2000,1140.15,0,0,-36800,9,3,0,3,46200,4200,8400,33600,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
793,124,32,1000,1310.71,0,29300,0,23,1,0,1,57700,5770,5770,46160,1,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
794,320,48,2000,1730.49,7000000,46300,-41700,13,3,2,0,56160,4680,9360,42120,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
795,297,47,500,1616.65,7000000,0,-59500,0,3,0,3,44400,5550,5550,33300,2,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
796,421,56,500,1935.85,4000000,49500,-81100,7,1,2,3,92730,16860,8430,67440,1,1,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
797,136,33,1000,855.14,0,37900,0,23,1,0,1,30700,3070,6140,21490,2,0,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
798,46,24,2000,1568.47,4000000,46800,0,7,1,2,0,56600,11320,5660,39620,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
799,34,24,2000,1550.53,0,0,-27700,20,1,0,1,3960,660,660,2640,5,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
800,95,30,2000,1370.92,0,48900,0,22,1,0,3,34800,3480,6960,24360,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
801,140,36,500,1363.59,0,43200,0,10,3,2,0,79500,7950,7950,63600,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
802,200,34,1000,828.42,3000000,0,0,10,1,2,2,56000,5600,5600,44800,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
803,123,29,500,1209.63,0,64800,-44200,17,1,1,0,73260,16280,0,56980,2,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
804,267,46,2000,1111.17,0,35000,0,3,1,2,3,4950,900,450,3600,2,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
805,290,42,500,989.97,0,32500,0,10,1,0,1,48000,4800,9600,33600,5,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
806,45,37,1000,1114.23,0,0,0,1,1,0,1,52200,10440,5220,36540,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
807,186,38,2000,1347.31,0,80900,-111100,1,3,2,3,73800,12300,12300,49200,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
808,135,34,2000,1687.53,0,0,-69600,7,1,1,2,78200,15640,7820,54740,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
809,110,33,1000,1183.48,0,0,0,19,1,2,3,55200,13800,9200,32200,2,1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
810,259,43,2000,1537.13,0,0,-58300,3,3,0,2,57060,6340,6340,44380,5,0,7,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
811,114,30,1000,1173.25,0,0,-34700,3,1,0,3,4680,520,520,3640,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
812,404,56,1000,1361.16,4000000,0,-63700,23,1,2,0,53100,5310,5310,42480,2,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
813,282,48,2000,1422.56,7000000,26900,-55300,7,1,1,2,3520,640,320,2560,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
814,57,25,2000,1143.06,0,63100,-54100,0,3,0,1,72900,14580,14580,43740,5,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
815,215,38,500,1405.71,0,0,0,10,1,0,1,70700,7070,14140,49490,2,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
816,140,30,500,1354.2,0,100500,0,4,4,0,0,60170,5470,10940,43760,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
817,250,42,500,1055.6,0,69500,-40700,16,1,1,1,74800,13600,6800,54400,1,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
818,286,41,1000,999.43,0,25800,0,3,1,2,0,4100,820,410,2870,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
819,356,47,2000,1155.97,0,0,0,5,1,0,3,61490,5590,11180,44720,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
820,65,29,1000,1726.91,0,0,0,14,1,0,0,7200,720,1440,5040,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
821,187,34,500,1232.57,0,59500,0,7,3,0,0,45100,8200,4100,32800,5,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
822,386,53,500,1078.65,0,36800,0,16,1,2,3,66660,12120,6060,48480,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
823,197,41,1000,1324.78,0,0,-64500,6,1,2,2,76400,15280,7640,53480,5,0,7,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
824,166,37,500,1518.54,0,0,0,10,1,1,1,58300,10600,10600,37100,2,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
825,293,49,2000,1239.06,0,34900,0,19,1,1,1,57310,5210,10420,41680,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
826,179,32,2000,1246.68,0,0,0,10,1,0,1,53100,5900,5900,41300,5,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
827,76,24,1000,1622.67,0,0,0,6,3,1,1,74700,14940,7470,52290,2,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,105,28,500,1082.36,0,0,0,12,3,2,2,60500,12100,6050,42350,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
829,97,26,1000,1270.55,0,0,-72100,10,3,2,3,84920,7720,15440,61760,2,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
830,148,36,1000,1236.32,5000000,55100,0,0,1,2,0,61050,5550,11100,44400,5,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
831,77,26,2000,785.82,0,49700,0,12,3,2,0,69080,12560,6280,50240,2,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
832,295,46,500,1265.84,0,52200,-44500,10,1,1,3,4560,760,380,3420,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
833,126,28,500,1508.9,0,0,0,3,4,0,1,67800,11300,11300,45200,2,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
834,132,32,2000,1106.84,0,43100,-31900,21,1,1,1,5600,1120,560,3920,2,1,7,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
835,370,55,2000,1389.13,7000000,0,-53200,6,1,0,2,9000,900,1800,6300,5,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
836,257,43,1000,974.84,0,52100,0,0,1,0,1,85320,21330,7110,56880,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
837,9,24,2000,1304.46,0,51700,-33300,6,1,0,3,5940,540,1080,4320,1,0,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
838,185,34,500,1257.36,0,0,0,20,3,1,1,51370,9340,4670,37360,2,0,7,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
839,234,43,500,1257.04,0,0,-48800,4,1,2,2,51600,10320,5160,36120,2,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
840,253,44,2000,719.52,0,45800,0,9,1,0,3,5400,600,600,4200,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
841,233,39,2000,1524.18,0,0,0,20,3,1,0,48870,5430,5430,38010,5,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
